id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4,location.latitude,location.longitude,location.human_address
13383247,JH169580,2024-02-28T15:50:00.000,013XX N SUTTON PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1824,018,2,8,06,1175487,1909346,2024,2024-03-07T15:41:23.000,41.906621829,-87.630799869,22,14926,37,17,11,54,14,197,2,41.906621829,-87.630799869,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382885,JH169256,2024-02-28T15:45:00.000,031XX S KOSTNER AVE,0850,THEFT,ATTEMPT THEFT,STREET,False,False,1031,010,22,30,06,1147554,1883647,2024,2024-03-07T15:41:23.000,41.836682639,-87.734068481,14,21569,32,200,28,57,21,167,22,41.836682639,-87.734068481,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382896,JH169225,2024-02-28T15:45:00.000,047XX N PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1723,017,39,14,06,1148874,1931183,2024,2024-03-07T15:41:23.000,41.967100909,-87.727994004,28,21869,14,117,38,20,1,9,39,41.967100909,-87.727994004,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382954,JH169231,2024-02-28T15:45:00.000,103XX S HALSTED ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2232,022,21,73,04A,1172801,1836382,2024,2024-03-07T15:41:23.000,41.706461203,-87.642819913,45,21861,72,595,22,13,9,253,21,41.706461203,-87.642819913,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383179,JH169245,2024-02-28T15:44:00.000,016XX W DIVISION ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,1213,012,1,24,08B,1165293,1908067,2024,2024-03-07T15:41:23.000,41.903335161,-87.668282746,24,21560,25,518,41,4,15,60,1,41.903335161,-87.668282746,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382915,JH169270,2024-02-28T15:43:00.000,023XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,0414,004,7,43,06,1193357,1853048,2024,2024-03-07T15:41:23.000,41.751717281,-87.567002336,43,21202,42,507,37,25,19,222,5,41.751717281,-87.567002336,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383151,JH169228,2024-02-28T15:43:00.000,014XX W TAYLOR ST,0560,ASSAULT,SIMPLE,BAR OR TAVERN,False,False,1231,012,28,28,08A,1166737,1895680,2024,2024-03-07T15:41:23.000,41.869313466,-87.663333898,8,14917,29,758,23,44,15,136,28,41.869313466,-87.663333898,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384221,JH170098,2024-02-28T15:36:00.000,0000X W WASHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GOVERNMENT BUILDING / PROPERTY,False,False,0112,001,34,32,14,1175732,1900816,2024,2024-03-07T15:41:23.000,41.88320956,-87.630156699,22,14310,38,92,36,41,22,93,34,41.88320956,-87.630156699,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384441,JH170992,2024-02-28T15:30:00.000,016XX W JUNEWAY TER,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2422,024,49,1,26,1163882,1951492,2024,2024-03-07T15:41:23.000,42.022525146,-87.672234953,3,21853,10,340,5,9,11,32,49,42.022525146,-87.672234953,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383040,JH169326,2024-02-28T15:30:00.000,052XX N PULASKI RD,0460,BATTERY,SIMPLE,CTA BUS,False,False,1712,017,39,13,08B,1148782,1934421,2024,2024-03-07T15:41:23.000,41.975987987,-87.72824819,28,21869,13,748,38,48,1,48,39,41.975987987,-87.72824819,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382862,JH169236,2024-02-28T15:30:00.000,026XX E 75TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,0421,004,7,43,08A,1195362,1855859,2024,2024-03-07T15:41:23.000,41.759381635,-87.55956245,43,22538,39,421,37,24,19,225,5,41.759381635,-87.55956245,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383112,JH169543,2024-02-28T15:30:00.000,075XX N ODELL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1611,016,41,9,11,1126398,1949510,2024,2024-03-07T15:41:23.000,42.017797992,-87.81022534,34,22243,77,653,29,17,12,34,41,42.017797992,-87.81022534,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382910,JH169282,2024-02-28T15:30:00.000,078XX S WOOD ST,0560,ASSAULT,SIMPLE,STREET,False,True,0611,006,17,71,08A,1165710,1852763,2024,2024-03-07T15:41:23.000,41.751566274,-87.668323483,17,21554,70,573,31,59,20,231,17,41.751566274,-87.668323483,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383019,JH169227,2024-02-28T15:30:00.000,054XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2012,020,40,77,06,1165048,1936387,2024,2024-03-07T15:41:23.000,41.981051896,-87.668375719,40,22616,76,564,16,15,2,54,48,41.981051896,-87.668375719,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13387780,JH175134,2024-02-28T15:29:00.000,072XX S RIDGELAND AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0324,003,7,43,06,1189129,1857114,2024,2024-03-07T15:41:23.000,41.762977039,-87.582365662,9,22538,39,452,37,24,18,217,5,41.762977039,-87.582365662,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383139,JH169222,2024-02-28T15:25:00.000,071XX S LANGLEY AVE,0810,THEFT,OVER $500,APARTMENT,False,False,0323,003,6,69,06,1182130,1857864,2024,2024-03-07T15:41:23.000,41.765199925,-87.607994743,31,21546,67,515,32,61,18,223,4,41.765199925,-87.607994743,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383097,JH169210,2024-02-28T15:21:00.000,034XX W ROOSEVELT RD,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1021,010,24,29,03,1153720,1894499,2024,2024-03-07T15:41:23.000,41.866341527,-87.711154301,36,21572,30,98,14,30,16,141,24,41.866341527,-87.711154301,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384693,JH171316,2024-02-28T15:20:00.000,072XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2424,024,49,1,08B,1163233,1948057,2024,2024-03-07T15:41:23.000,42.013113175,-87.674720578,3,21853,10,489,5,9,11,33,49,42.013113175,-87.674720578,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382895,JH169233,2024-02-28T15:19:00.000,040XX N TRIPP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1722,017,45,16,08B,1147276,1926500,2024,2024-03-07T15:41:23.000,41.954281229,-87.733990138,25,22618,16,363,50,21,1,11,45,41.954281229,-87.733990138,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13385220,JH171857,2024-02-28T15:15:00.000,066XX N BOSWORTH AVE,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,False,False,2432,024,49,1,06,1164737,1944193,2024,2024-03-07T15:41:23.000,42.002478396,-87.66929687,46,21853,10,242,5,9,11,41,49,42.002478396,-87.66929687,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383134,JH169219,2024-02-28T15:14:00.000,060XX S WESTERN AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CLEANING STORE,False,False,0825,008,16,66,04B,1161406,1864529,2024,2024-03-07T15:41:23.000,41.783944066,-87.683770059,44,22257,64,111,2,58,13,274,16,41.783944066,-87.683770059,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382953,JH169206,2024-02-28T15:11:00.000,012XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1424,014,1,24,08A,1165506,1908134,2024,2024-03-07T15:41:23.000,41.90351448,-87.667498444,24,21560,25,483,11,49,7,200,1,41.90351448,-87.667498444,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383542,JH169857,2024-02-28T15:00:00.000,051XX S PARKSIDE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0811,008,23,56,07,1139562,1870077,2024,2024-03-07T15:41:23.000,41.799593656,-87.763724793,35,22268,53,587,8,7,13,131,23,41.799593656,-87.763724793,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383662,JH170085,2024-02-28T15:00:00.000,056XX N MILWAUKEE AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,False,False,1622,016,45,11,26,1135788,1937500,2024,2024-03-07T15:41:23.000,41.984678947,-87.775959146,20,22532,11,701,50,18,12,43,45,41.984678947,-87.775959146,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382843,JH169207,2024-02-28T15:00:00.000,035XX N ASHLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,NURSING / RETIREMENT HOME,False,False,1922,019,47,6,26,1165022,1923591,2024,2024-03-07T15:41:23.000,41.945939704,-87.668836294,38,4449,57,239,25,22,5,19,47,41.945939704,-87.668836294,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383733,JH170053,2024-02-28T15:00:00.000,009XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,1833,018,42,8,06,1177324,1906733,2024,2024-03-07T15:41:23.000,41.899410159,-87.624131266,22,21182,37,233,11,6,14,71,2,41.899410159,-87.624131266,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13389703,JH177332,2024-02-28T15:00:00.000,010XX W 95TH ST,0810,THEFT,OVER $500,VEHICLE - DELIVERY TRUCK,False,False,2223,022,21,73,06,,,2024,2024-03-07T15:41:23.000,,,,,,,,,,,,,,
13384240,JH170554,2024-02-28T15:00:00.000,017XX N HALSTED ST,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),False,False,1813,018,2,7,06,1170694,1911648,2024,2024-03-07T15:41:23.000,41.913045013,-87.648338803,51,21190,68,273,11,16,14,189,2,41.913045013,-87.648338803,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384071,JH170532,2024-02-28T15:00:00.000,093XX S LAFAYETTE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0634,006,9,49,04A,1177572,1843143,2024,2024-03-07T15:41:23.000,41.724907988,-87.625145131,18,21554,45,187,13,59,20,242,11,41.724907988,-87.625145131,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384913,JH171552,2024-02-28T15:00:00.000,012XX N KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2534,025,37,23,08B,1148148,1908134,2024,2024-03-07T15:41:23.000,41.903866485,-87.731258614,4,4299,24,286,45,5,6,194,37,41.903866485,-87.731258614,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382834,JH169196,2024-02-28T15:00:00.000,027XX N RICHMOND ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1411,014,1,22,07,1156236,1918012,2024,2024-03-07T15:41:23.000,41.930812902,-87.701281864,15,22535,23,548,40,1,7,174,1,41.930812902,-87.701281864,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382902,JH169241,2024-02-28T15:00:00.000,061XX N KENMORE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,2433,024,48,77,07,1168126,1940989,2024,2024-03-07T15:41:23.000,41.993613762,-87.656922219,40,4451,76,46,16,14,11,50,48,41.993613762,-87.656922219,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383058,JH169496,2024-02-28T15:00:00.000,019XX N LOWELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,True,2534,025,26,20,06,1147084,1912436,2024,2024-03-07T15:41:23.000,41.915692037,-87.73505676,7,22615,21,135,12,2,6,194,26,41.915692037,-87.73505676,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383572,JH169942,2024-02-28T14:55:00.000,089XX S BUFFALO AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,0424,004,10,46,08A,1199596,1846366,2024,2024-03-07T15:41:23.000,41.733226633,-87.544364336,47,21202,42,175,47,25,19,239,6,41.733226633,-87.544364336,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383167,JH169161,2024-02-28T14:50:00.000,057XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,0232,002,20,40,06,1178139,1866894,2024,2024-03-07T15:41:23.000,41.790070599,-87.622349204,53,22260,7,403,4,60,24,268,20,41.790070599,-87.622349204,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383143,JH169174,2024-02-28T14:50:00.000,023XX W 18TH ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,1234,012,28,31,08A,1160971,1891330,2024,2024-03-07T15:41:23.000,41.857498186,-87.684623059,8,14920,33,4,26,43,15,121,28,41.857498186,-87.684623059,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383069,JH169170,2024-02-28T14:50:00.000,014XX W 47TH ST,0560,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,0924,009,15,61,08A,1167592,1873584,2024,2024-03-07T15:41:23.000,41.808661566,-87.660830123,12,14924,59,123,3,37,23,108,15,41.808661566,-87.660830123,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382850,JH169155,2024-02-28T14:48:00.000,047XX W FOSTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1712,017,39,14,14,1143849,1934158,2024,2024-03-07T15:41:23.000,41.975360476,-87.746395551,28,21869,14,751,38,48,1,48,39,41.975360476,-87.746395551,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383681,JH169983,2024-02-28T14:45:00.000,013XX W 14TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1233,012,28,28,08B,1167761,1893524,2024,2024-03-07T15:41:23.000,41.863375231,-87.659636657,48,14920,29,96,26,43,15,150,28,41.863375231,-87.659636657,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382841,JH169150,2024-02-28T14:45:00.000,030XX N HALSTED ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1933,019,44,6,06,1170394,1920533,2024,2024-03-07T15:41:23.000,41.93743245,-87.649180491,38,4449,57,681,25,22,5,30,44,41.93743245,-87.649180491,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382839,JH169141,2024-02-28T14:42:00.000,049XX W CRYSTAL ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,2533,025,37,25,26,1143237,1907867,2024,2024-03-07T15:41:23.000,41.903226974,-87.749304794,4,4299,26,600,45,5,6,195,37,41.903226974,-87.749304794,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383232,JH169153,2024-02-28T14:40:00.000,049XX N PULASKI RD,0460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,1712,017,39,14,08B,1148836,1932496,2024,2024-03-07T15:41:23.000,41.97070461,-87.728099622,28,21849,14,751,38,48,1,48,39,41.97070461,-87.728099622,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382966,JH169311,2024-02-28T14:40:00.000,102XX S ABERDEEN ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,2232,022,21,73,08B,1170794,1836890,2024,2024-03-07T15:41:23.000,41.70789916,-87.650154705,45,22212,72,594,22,13,9,253,21,41.70789916,-87.650154705,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384212,JH170802,2024-02-28T14:35:00.000,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1834,018,42,8,06,1176796,1903917,2024,2024-03-07T15:41:23.000,41.891694878,-87.626155832,22,21182,37,626,36,6,14,74,42,41.891694878,-87.626155832,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384206,JH169765,2024-02-28T14:31:00.000,052XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0233,002,20,41,06,1183138,1870240,2024,2024-03-07T15:41:23.000,41.799137399,-87.603915361,32,21192,8,440,33,10,24,124,20,41.799137399,-87.603915361,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382892,JH169130,2024-02-28T14:30:00.000,062XX S EBERHART AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,True,0313,003,20,42,26,1180655,1863649,2024,2024-03-07T15:41:23.000,41.781108548,-87.613223471,53,22260,9,331,4,60,18,275,20,41.781108548,-87.613223471,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383197,JH169415,2024-02-28T14:30:00.000,0000X W 114TH PL,0890,THEFT,FROM BUILDING,APARTMENT,False,False,0522,005,9,49,06,1177990,1829046,2024,2024-03-07T15:41:23.000,41.686214418,-87.624039314,45,21861,45,660,22,19,10,267,11,41.686214418,-87.624039314,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384564,JH170116,2024-02-28T14:30:00.000,054XX S MAPLEWOOD AVE,0810,THEFT,OVER $500,STREET,False,False,0923,009,15,63,06,1160297,1868427,2024,2024-03-07T15:41:23.000,41.794663622,-87.687728769,49,22248,61,778,8,56,23,120,15,41.794663622,-87.687728769,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383768,JH170237,2024-02-28T14:30:00.000,079XX S PAXTON AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA BUS,False,False,0414,004,8,46,11,1192241,1852855,2024,2024-03-07T15:41:23.000,41.751214876,-87.571098146,9,21202,42,507,35,25,19,222,10,41.751214876,-87.571098146,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382946,JH169230,2024-02-28T14:30:00.000,0000X W TERMINAL ST,0460,BATTERY,SIMPLE,AIRCRAFT,False,False,1655,016,41,76,08B,1104700,1933741,2024,2024-03-07T15:41:23.000,41.974861952,-87.890372151,34,16197,75,668,29,38,12,16,41,41.974861952,-87.890372151,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382929,JH169211,2024-02-28T14:27:00.000,046XX W 59TH ST,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,0813,008,13,62,08A,1146438,1864975,2024,2024-03-07T15:41:23.000,41.78546515,-87.738637697,23,21867,62,232,15,58,13,271,13,41.78546515,-87.738637697,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383563,JH169938,2024-02-28T14:25:00.000,018XX S CENTRAL PARK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1014,010,24,29,26,1152668,1890638,2024,2024-03-07T15:41:23.000,41.855767357,-87.715118379,36,21569,30,800,14,57,21,156,24,41.855767357,-87.715118379,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383920,JH170472,2024-02-28T14:20:00.000,083XX S MUSKEGON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,0423,004,7,46,11,1196610,1850095,2024,2024-03-07T15:41:23.000,41.743533899,-87.555179724,47,21202,42,244,37,25,19,238,5,41.743533899,-87.555179724,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383048,JH169107,2024-02-28T14:18:00.000,059XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1513,015,29,25,08B,1136634,1899396,2024,2024-03-07T15:41:23.000,41.880102253,-87.773762272,52,22216,26,67,7,32,25,99,29,41.880102253,-87.773762272,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383906,JH169142,2024-02-28T14:15:00.000,0000X W 47TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,0224,002,3,38,08A,1176840,1873862,2024,2024-03-07T15:41:23.000,41.809220836,-87.626902264,12,14924,4,415,9,37,24,107,8,41.809220836,-87.626902264,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384235,JH170262,2024-02-28T14:10:00.000,022XX W DIVISION ST,0810,THEFT,OVER $500,SIDEWALK,False,False,1212,012,1,24,06,1161104,1907941,2024,2024-03-07T15:41:23.000,41.903077492,-87.683673325,16,21560,25,541,11,4,15,63,1,41.903077492,-87.683673325,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383196,JH169186,2024-02-28T14:10:00.000,056XX N NORTHWEST HWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,016,45,10,14,1133133,1937545,2024,2024-03-07T15:41:23.000,41.984849427,-87.785723049,20,22532,36,656,50,18,12,43,45,41.984849427,-87.785723049,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382916,JH169132,2024-02-28T14:00:00.000,132XX S ELLIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,0533,005,10,54,04A,1185544,1817604,2024,2024-03-07T15:41:23.000,41.65464198,-87.596743849,30,4460,51,10,43,47,10,221,6,41.65464198,-87.596743849,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384946,JH171661,2024-02-28T14:00:00.000,013XX W 95TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2213,022,21,73,08B,1169194,1841762,2024,2024-03-07T15:41:23.000,41.721303358,-87.655873595,18,22212,72,592,13,59,9,244,21,41.721303358,-87.655873595,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383720,JH170149,2024-02-28T14:00:00.000,056XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2011,020,40,2,06,1158973,1937459,2024,2024-03-07T15:41:23.000,41.98412075,-87.690688022,46,4450,20,15,24,50,2,57,40,41.98412075,-87.690688022,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382911,JH169247,2024-02-28T14:00:00.000,074XX S HALSTED ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,False,False,0733,007,17,68,08B,1172251,1855670,2024,2024-03-07T15:41:23.000,41.759402215,-87.644268517,17,21559,66,511,32,11,17,215,17,41.759402215,-87.644268517,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383847,JH170314,2024-02-28T14:00:00.000,035XX W MONROE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1123,011,28,27,11,1152835,1899307,2024,2024-03-07T15:41:23.000,41.879552758,-87.714275939,11,21572,28,783,23,30,16,86,28,41.879552758,-87.714275939,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382933,JH169268,2024-02-28T14:00:00.000,039XX W 79TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,0834,008,18,70,08B,1151370,1851889,2024,2024-03-07T15:41:23.000,41.749460005,-87.72089612,6,4300,69,199,30,8,13,209,18,41.749460005,-87.72089612,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382990,JH169259,2024-02-28T14:00:00.000,085XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,0632,006,8,44,08B,1184042,1848646,2024,2024-03-07T15:41:23.000,41.739860331,-87.601274245,9,21546,40,141,35,61,20,241,10,41.739860331,-87.601274245,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382907,JH169151,2024-02-28T14:00:00.000,076XX S MORGAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,0612,006,17,71,07,1170967,1854211,2024,2024-03-07T15:41:23.000,41.755426659,-87.649016868,17,21554,70,572,31,59,20,229,17,41.755426659,-87.649016868,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382873,JH169221,2024-02-28T14:00:00.000,031XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,2514,025,30,19,14,1140495,1920218,2024,2024-03-07T15:41:23.000,41.937170243,-87.759073059,27,22618,19,303,21,21,6,177,30,41.937170243,-87.759073059,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383354,JH169697,2024-02-28T14:00:00.000,057XX S ELIZABETH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0713,007,16,67,04B,1168967,1866814,2024,2024-03-07T15:41:23.000,41.79005429,-87.655982593,19,22257,65,297,2,23,17,266,16,41.79005429,-87.655982593,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382965,JH169408,2024-02-28T14:00:00.000,039XX W 71ST ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,0833,008,23,65,11,1151153,1857226,2024,2024-03-07T15:41:23.000,41.764109867,-87.72155223,23,21867,63,317,15,58,13,209,23,41.764109867,-87.72155223,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382855,JH169103,2024-02-28T13:52:00.000,0000X W JACKSON BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,True,False,0113,001,34,32,04A,1176338,1898987,2024,2024-03-07T15:41:23.000,41.878177032,-87.627986655,48,14912,38,92,10,29,22,126,9,41.878177032,-87.627986655,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382930,JH169261,2024-02-28T13:51:00.000,078XX S DOBSON AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,RESIDENCE,True,False,0624,006,8,69,26,1184581,1853194,2024,2024-03-07T15:41:23.000,41.752327918,-87.599157274,9,21546,67,497,35,61,20,227,10,41.752327918,-87.599157274,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383934,JH170272,2024-02-28T13:50:00.000,042XX W 47TH ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,0815,008,14,57,08B,1148628,1873124,2024,2024-03-07T15:41:23.000,41.807785411,-87.730398475,49,22248,54,697,8,56,13,105,14,41.807785411,-87.730398475,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382816,JH169140,2024-02-28T13:45:00.000,095XX S BISHOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,True,2213,022,21,73,14,1168350,1841446,2024,2024-03-07T15:41:23.000,41.72045439,-87.658974072,18,22212,72,592,13,13,9,252,21,41.72045439,-87.658974072,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
