id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4,location.latitude,location.longitude,location.human_address
13382654,JH168928,2024-02-28T06:45:00.000,008XX N ELIZABETH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1213,012,27,24,07,1167577,1905564,2024,2024-03-07T15:41:23.000,41.896417867,-87.65996533,41,22620,25,109,46,49,15,60,27,41.896417867,-87.65996533,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382465,JH168696,2024-02-28T06:30:00.000,048XX S VINCENNES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,0223,002,3,38,07,1180403,1873065,2024,2024-03-07T15:41:23.000,41.80695269,-87.613858434,12,21192,4,447,9,10,24,116,8,41.80695269,-87.613858434,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382381,JH168570,2024-02-28T06:30:00.000,024XX N KEDZIE BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1413,014,35,22,07,1154626,1916177,2024,2024-03-07T15:41:23.000,41.925809934,-87.707247537,10,22535,23,549,40,1,7,182,35,41.925809934,-87.707247537,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382890,JH169127,2024-02-28T06:30:00.000,018XX W 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0715,007,15,67,07,1164899,1865548,2024,2024-03-07T15:41:23.000,41.786667207,-87.670934599,44,22257,65,345,3,23,17,270,15,41.786667207,-87.670934599,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383759,JH170112,2024-02-28T06:15:00.000,051XX S WASHTENAW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,0923,009,14,63,05,1159244,1870437,2024,2024-03-07T15:41:23.000,41.800200965,-87.691535096,49,22248,61,778,8,56,23,120,14,41.800200965,-87.691535096,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382384,JH168566,2024-02-28T06:05:00.000,069XX W 64TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0812,008,13,64,07,1131362,1860970,2024,2024-03-07T15:41:23.000,41.774747507,-87.794006566,35,22268,62,336,6,7,13,272,13,41.774747507,-87.794006566,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382369,JH168561,2024-02-28T06:05:00.000,038XX N ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,False,False,1922,019,47,6,05,1164974,1925345,2024,2024-03-07T15:41:23.000,41.950753786,-87.668962751,13,21186,57,689,18,53,5,19,47,41.950753786,-87.668962751,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382445,JH168603,2024-02-28T06:00:00.000,064XX N NORTHWEST HWY,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE - YARD (FRONT / BACK),False,False,1612,016,41,9,11,1126842,1942356,2024,2024-03-07T15:41:23.000,41.99815932,-87.808752786,34,22243,77,654,29,17,12,34,41,41.99815932,-87.808752786,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383190,JH169158,2024-02-28T06:00:00.000,017XX S INDIANA AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,0132,001,3,33,06,1177933,1891878,2024,2024-03-07T15:41:23.000,41.858633393,-87.622346444,48,21194,34,374,9,40,22,148,8,41.858633393,-87.622346444,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382822,JH169057,2024-02-28T06:00:00.000,060XX S OAK PARK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0812,008,13,64,06,1132121,1863662,2024,2024-03-07T15:41:23.000,41.782121775,-87.791161899,35,22268,62,335,6,7,13,272,13,41.782121775,-87.791161899,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383165,JH169156,2024-02-28T06:00:00.000,017XX S INDIANA AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,0132,001,3,33,06,1177933,1891878,2024,2024-03-07T15:41:23.000,41.858633393,-87.622346444,48,21194,34,374,9,40,22,148,8,41.858633393,-87.622346444,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13385723,JH171253,2024-02-28T06:00:00.000,056XX W BYRON ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1633,016,38,15,06,1138141,1925361,2024,2024-03-07T15:41:23.000,41.951326099,-87.76759975,25,22254,15,311,19,52,12,27,38,41.951326099,-87.76759975,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382351,JH168556,2024-02-28T05:46:00.000,022XX S WHIPPLE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,CONSTRUCTION SITE,False,False,1033,010,24,30,04A,1156378,1888878,2024,2024-03-07T15:41:23.000,41.850863614,-87.701548336,36,21569,32,261,1,57,21,160,24,41.850863614,-87.701548336,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382362,JH168559,2024-02-28T05:38:00.000,007XX E 79TH ST,0460,BATTERY,SIMPLE,STREET,False,False,0624,006,6,69,08B,1182466,1852785,2024,2024-03-07T15:41:23.000,41.751254843,-87.606920408,31,21546,40,496,32,61,20,227,4,41.751254843,-87.606920408,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382446,JH168558,2024-02-28T05:36:00.000,045XX S CALIFORNIA AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - PORCH / HALLWAY,False,False,0922,009,12,58,04A,1158464,1874383,2024,2024-03-07T15:41:23.000,41.81104525,-87.694288011,29,22248,55,85,3,56,23,115,12,41.81104525,-87.694288011,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382363,JH168564,2024-02-28T05:30:00.000,017XX E 84TH ST,0810,THEFT,OVER $500,STREET,False,False,0412,004,8,45,06,1189218,1849626,2024,2024-03-07T15:41:23.000,41.742427156,-87.582279045,9,21202,41,431,35,25,19,240,10,41.742427156,-87.582279045,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383336,JH168554,2024-02-28T05:30:00.000,005XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1214,012,34,28,08B,1172743,1902106,2024,2024-03-07T15:41:23.000,41.886816082,-87.641094171,22,14914,29,784,36,45,15,76,34,41.886816082,-87.641094171,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383739,JH170050,2024-02-28T05:30:00.000,002XX W 63RD ST,0460,BATTERY,SIMPLE,CTA TRAIN,False,False,0711,007,20,68,08B,1175827,1863196,2024,2024-03-07T15:41:23.000,41.779975054,-87.630937377,53,21559,66,435,4,11,17,201,20,41.779975054,-87.630937377,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383022,JH169276,2024-02-28T05:30:00.000,058XX N RIDGE AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False,2013,020,48,77,08B,1165024,1939181,2024,2024-03-07T15:41:23.000,41.988719229,-87.668384208,40,4451,76,539,16,14,2,54,48,41.988719229,-87.668384208,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382421,JH168597,2024-02-28T05:30:00.000,013XX W WALTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1213,012,27,24,07,1167188,1906465,2024,2024-03-07T15:41:23.000,41.898898642,-87.66136813,41,22620,25,109,46,49,15,60,27,41.898898642,-87.66136813,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382504,JH168673,2024-02-28T05:15:00.000,017XX W FULLERTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1931,019,32,7,05,1164222,1915991,2024,2024-03-07T15:41:23.000,41.92510186,-87.671992307,16,21190,68,743,40,16,5,172,32,41.92510186,-87.671992307,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382370,JH168538,2024-02-28T05:03:00.000,037XX N SOUTHPORT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,1923,019,44,6,14,1166291,1925364,2024,2024-03-07T15:41:23.000,41.950777806,-87.664121019,38,21186,57,724,25,53,5,19,46,41.950777806,-87.664121019,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383016,JH169290,2024-02-28T05:00:00.000,022XX W ARGYLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2031,020,40,4,14,1160566,1933169,2024,2024-03-07T15:41:23.000,41.97231586,-87.684948629,13,21849,6,54,24,20,2,61,40,41.97231586,-87.684948629,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382903,JH169069,2024-02-28T05:00:00.000,001XX W 75TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,0731,007,6,69,07,1176497,1855255,2024,2024-03-07T15:41:23.000,41.758169024,-87.628719577,31,21554,67,495,32,59,20,228,4,41.758169024,-87.628719577,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383263,JH169577,2024-02-28T05:00:00.000,031XX N SHEFFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1933,019,44,6,05,1169055,1921192,2024,2024-03-07T15:41:23.000,41.939269993,-87.65408232,38,4449,57,681,25,22,5,31,44,41.939269993,-87.65408232,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382673,JH168876,2024-02-28T05:00:00.000,0000X W 69TH ST,0810,THEFT,OVER $500,CTA TRAIN,False,False,0731,007,6,69,06,1177279,1859276,2024,2024-03-07T15:41:23.000,41.769185486,-87.625732415,31,22260,67,513,32,11,17,201,4,41.769185486,-87.625732415,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382388,JH168537,2024-02-28T04:58:00.000,011XX W 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,0612,006,17,71,14,1170111,1854407,2024,2024-03-07T15:41:23.000,41.75598315,-87.6521482,17,21554,70,572,31,59,20,230,17,41.75598315,-87.6521482,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384889,JH168850,2024-02-28T04:54:00.000,032XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1924,019,44,6,06,1169868,1921628,2024,2024-03-07T15:41:23.000,41.94044868,-87.651081589,38,4449,57,731,25,22,5,28,44,41.94044868,-87.651081589,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382944,JH169288,2024-02-28T04:52:00.000,084XX S BRANDON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,0424,004,10,46,04A,1198949,1849565,2024,2024-03-07T15:41:23.000,41.742021179,-87.546627423,47,21202,42,506,47,25,19,239,6,41.742021179,-87.546627423,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384153,JH168534,2024-02-28T04:40:00.000,072XX S OAKLEY AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0832,008,18,66,07,1162326,1856548,2024,2024-03-07T15:41:23.000,41.762023974,-87.68061906,6,22257,64,333,30,23,13,207,18,41.762023974,-87.68061906,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382341,JH168536,2024-02-28T04:38:00.000,014XX E HYDE PARK BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0234,002,4,41,14,1186509,1871467,2024,2024-03-07T15:41:23.000,41.802425216,-87.59151444,1,21192,8,400,10,10,24,122,9,41.802425216,-87.59151444,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382373,JH168552,2024-02-28T04:30:00.000,018XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1422,014,26,22,14,1152529,1911978,2024,2024-03-07T15:41:23.000,41.914329271,-87.715064248,10,22535,23,351,41,1,7,190,26,41.914329271,-87.715064248,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382461,JH168712,2024-02-28T04:30:00.000,027XX N HALSTED ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1935,019,43,7,06,1170466,1918451,2024,2024-03-07T15:41:23.000,41.931717775,-87.64897696,51,21190,68,769,34,16,5,178,43,41.931717775,-87.64897696,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382345,JH168532,2024-02-28T04:28:00.000,014XX W LUNT AVE,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,2431,024,49,1,05,1165435,1946615,2024,2024-03-07T15:41:23.000,42.009109527,-87.666659615,3,21853,10,358,5,9,11,39,49,42.009109527,-87.666659615,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382354,JH168535,2024-02-28T04:28:00.000,010XX W 14TH ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,True,True,1232,012,28,28,26,1169620,1893567,2024,2024-03-07T15:41:23.000,41.863452992,-87.652811198,8,14920,29,760,48,43,15,95,28,41.863452992,-87.652811198,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382359,JH168531,2024-02-28T04:14:00.000,029XX N SPRINGFIELD AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,2523,025,31,21,04B,1149882,1919197,2024,2024-03-07T15:41:23.000,41.934190803,-87.724600706,27,21538,22,71,21,39,6,175,31,41.934190803,-87.724600706,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382867,JH169059,2024-02-28T04:14:00.000,040XX S DEARBORN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,0213,002,3,38,08A,1176637,1878113,2024,2024-03-07T15:41:23.000,41.820890532,-87.627518759,12,14924,4,414,9,37,24,102,8,41.820890532,-87.627518759,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382666,JH168848,2024-02-28T04:00:00.000,052XX W DEMING PL,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,2515,025,31,19,04A,1141074,1916466,2024,2024-03-07T15:41:23.000,41.92686371,-87.757037803,7,22615,19,80,17,2,6,133,31,41.92686371,-87.757037803,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384983,JH171710,2024-02-28T04:00:00.000,019XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1422,014,26,22,06,1153829,1912775,2024,2024-03-07T15:41:23.000,41.916490493,-87.710266955,15,22535,23,387,41,1,7,190,26,41.916490493,-87.710266955,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382739,JH169034,2024-02-28T04:00:00.000,130XX S DREXEL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,0533,005,10,54,26,1184639,1818786,2024,2024-03-07T15:41:23.000,41.657906736,-87.600018435,30,4460,51,9,43,47,10,221,6,41.657906736,-87.600018435,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382598,JH168683,2024-02-28T03:55:00.000,011XX N CALIFORNIA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1211,012,36,24,05,1157515,1907636,2024,2024-03-07T15:41:23.000,41.902314373,-87.696864768,10,21560,25,543,41,4,15,64,36,41.902314373,-87.696864768,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13385519,JH168525,2024-02-28T03:52:00.000,005XX N CENTRAL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,1523,015,37,25,11,1138938,1903065,2024,2024-03-07T15:41:23.000,41.890128925,-87.765212935,52,22216,26,672,7,32,25,85,29,41.890128925,-87.765212935,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382396,JH168540,2024-02-28T03:50:00.000,075XX S DR MARTIN LUTHER KING JR DR,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,0623,006,6,69,18,1180210,1855206,2024,2024-03-07T15:41:23.000,41.757950303,-87.615113401,31,21546,67,496,32,61,20,227,4,41.757950303,-87.615113401,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382743,JH168940,2024-02-28T03:44:00.000,016XX N KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1421,014,26,23,05,1154793,1910674,2024,2024-03-07T15:41:23.000,41.910705897,-87.706781624,10,22535,24,390,49,1,7,171,26,41.910705897,-87.706781624,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382947,JH169119,2024-02-28T03:35:00.000,032XX S RACINE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0913,009,11,60,04A,1168851,1883142,2024,2024-03-07T15:41:23.000,41.834862563,-87.655936002,26,14920,58,171,48,43,23,162,7,41.834862563,-87.655936002,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382681,JH168518,2024-02-28T03:30:00.000,052XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2023,020,48,77,06,1168697,1934885,2024,2024-03-07T15:41:23.000,41.976851852,-87.654999693,40,22616,76,93,16,15,2,47,48,41.976851852,-87.654999693,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382313,JH168521,2024-02-28T03:30:00.000,0000X E LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0111,001,34,32,08B,1176931,1901744,2024,2024-03-07T15:41:23.000,41.885728999,-87.625725853,22,14309,38,580,36,42,22,88,34,41.885728999,-87.625725853,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383330,JH168524,2024-02-28T03:21:00.000,038XX N RAVENSWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1922,019,47,6,14,1163677,1925525,2024,2024-03-07T15:41:23.000,41.951275205,-87.673725333,13,21186,46,644,18,53,5,19,47,41.951275205,-87.673725333,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382325,JH168517,2024-02-28T03:19:00.000,051XX S LAKE PARK AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,False,False,0234,002,4,41,03,1187553,1871283,2024,2024-03-07T15:41:23.000,41.801895518,-87.58769156,1,21192,8,405,10,10,24,122,3,41.801895518,-87.58769156,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382306,JH168519,2024-02-28T03:18:00.000,043XX W 51ST ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,0815,008,14,57,05,1148075,1870459,2024,2024-03-07T15:41:23.000,41.800482877,-87.732495088,35,22248,54,697,8,56,13,105,23,41.800482877,-87.732495088,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384202,JH170233,2024-02-28T03:00:00.000,013XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,1424,014,1,24,11,1163735,1909088,2024,2024-03-07T15:41:23.000,41.90616986,-87.673976772,24,21560,25,481,41,4,7,200,1,41.90616986,-87.673976772,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382307,JH168515,2024-02-28T02:57:00.000,008XX N LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1531,015,37,25,08B,1142871,1905055,2024,2024-03-07T15:41:23.000,41.895517354,-87.75071935,4,4299,26,585,45,5,25,69,37,41.895517354,-87.75071935,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382277,JH168513,2024-02-28T02:47:00.000,017XX N DAMEN AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1434,014,32,22,05,1162744,1911902,2024,2024-03-07T15:41:23.000,41.913912522,-87.677538048,16,22535,25,438,40,4,7,192,32,41.913912522,-87.677538048,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383358,JH168514,2024-02-28T02:45:00.000,093XX S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0634,006,9,49,08B,1176924,1842949,2024,2024-03-07T15:41:23.000,41.724390231,-87.627524574,18,21554,45,187,13,59,20,242,11,41.724390231,-87.627524574,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382550,JH168839,2024-02-28T02:37:00.000,020XX W 52ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,0932,009,16,61,07,1163524,1870006,2024,2024-03-07T15:41:23.000,41.798929482,-87.675851082,19,14924,59,686,2,37,23,128,16,41.798929482,-87.675851082,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382326,JH168509,2024-02-28T02:36:00.000,007XX E 38TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,0212,002,4,36,26,1181626,1879620,2024,2024-03-07T15:41:23.000,41.824911933,-87.609170298,1,4301,2,582,10,36,24,101,9,41.824911933,-87.609170298,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382279,JH168506,2024-02-28T02:35:00.000,014XX N HONORE ST,0810,THEFT,OVER $500,STREET,False,False,1424,014,1,24,06,1163294,1910008,2024,2024-03-07T15:41:23.000,41.908703697,-87.675570812,24,21560,25,481,41,4,7,200,1,41.908703697,-87.675570812,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382346,JH168510,2024-02-28T02:32:00.000,067XX N FAIRFIELD AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,2412,024,50,2,07,1156776,1944504,2024,2024-03-07T15:41:23.000,42.00349748,-87.698576223,42,22528,20,40,27,12,11,46,50,42.00349748,-87.698576223,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382827,JH169146,2024-02-28T02:30:00.000,072XX S ST LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0323,003,6,69,14,1181488,1857135,2024,2024-03-07T15:41:23.000,41.763214306,-87.610370302,31,21546,67,515,32,61,18,223,4,41.763214306,-87.610370302,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13384154,JH170812,2024-02-28T02:30:00.000,073XX S KEDZIE AVE,0810,THEFT,OVER $500,STREET,False,False,0835,008,18,66,06,1156362,1855760,2024,2024-03-07T15:41:23.000,41.759983683,-87.702499202,6,21867,64,349,30,58,13,226,18,41.759983683,-87.702499202,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382268,JH168504,2024-02-28T02:20:00.000,0000X N MENARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1513,015,29,25,07,1137714,1899762,2024,2024-03-07T15:41:23.000,41.881087214,-87.769787751,52,22216,26,618,7,32,25,99,29,41.881087214,-87.769787751,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382297,JH168511,2024-02-28T02:17:00.000,074XX S DR MARTIN LUTHER KING JR DR,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,0323,003,6,69,26,1180198,1855702,2024,2024-03-07T15:41:23.000,41.759311656,-87.615142204,31,21546,67,515,32,61,18,223,4,41.759311656,-87.615142204,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382266,JH168499,2024-02-28T02:17:00.000,063XX S WHIPPLE ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,False,False,0823,008,15,66,26,1157140,1862458,2024,2024-03-07T15:41:23.000,41.778348314,-87.699466887,44,21867,64,319,31,58,13,276,15,41.778348314,-87.699466887,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382301,JH168500,2024-02-28T02:16:00.000,017XX E 93RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0413,004,8,48,04A,1189572,1843657,2024,2024-03-07T15:41:23.000,41.726039145,-87.581173136,9,21202,44,492,35,25,19,246,10,41.726039145,-87.581173136,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382285,JH168503,2024-02-28T02:09:00.000,071XX W IRVING PARK RD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,1632,016,38,17,26,1127801,1925817,2024,2024-03-07T15:41:23.000,41.952758418,-87.805599688,25,22254,17,442,19,52,12,17,38,41.952758418,-87.805599688,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13383057,JH169289,2024-02-28T02:00:00.000,048XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0933,009,20,61,14,1166819,1872726,2024,2024-03-07T15:41:23.000,41.806323681,-87.66368984,53,14924,59,677,4,37,23,118,20,41.806323681,-87.66368984,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382678,JH168770,2024-02-28T02:00:00.000,047XX N MALDEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1913,019,46,3,14,1166613,1931589,2024,2024-03-07T15:41:23.000,41.967852547,-87.662758305,37,22616,31,611,39,15,5,6,46,41.967852547,-87.662758305,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382284,JH168502,2024-02-28T01:55:00.000,116XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,0524,005,21,53,14,1172417,1827456,2024,2024-03-07T15:41:23.000,41.681975307,-87.644487509,45,22212,50,642,22,13,10,220,21,41.681975307,-87.644487509,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13385487,JH168495,2024-02-28T01:54:00.000,005XX W 72ND ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,0732,007,6,68,04B,1173996,1857171,2024,2024-03-07T15:41:23.000,41.763482606,-87.637828684,31,21559,66,511,32,11,17,214,4,41.763482606,-87.637828684,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382715,JH168497,2024-02-28T01:40:00.000,032XX N BROADWAY,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,1925,019,44,6,06,1171684,1921595,2024,2024-03-07T15:41:23.000,41.940318272,-87.644408194,38,4449,57,730,25,22,5,18,44,41.940318272,-87.644408194,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382316,JH168491,2024-02-28T01:38:00.000,010XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1132,011,24,29,14,1149212,1895106,2024,2024-03-07T15:41:23.000,41.868095671,-87.727687998,36,21572,30,98,14,30,16,142,24,41.868095671,-87.727687998,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
13382831,JH169087,2024-02-28T01:36:00.000,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,0124,001,28,28,06,1173305,1895394,2024,2024-03-07T15:41:23.000,41.868385458,-87.639229711,48,14917,29,97,26,44,22,147,28,41.868385458,-87.639229711,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
